Tiếng Anh,Tiếng Việt,brave,dũng cảm
Tiếng Anh,Tiếng Việt,unusual,bất thường
Tiếng Anh,Tiếng Việt,generalization,tổng quát
Tiếng Anh,Tiếng Việt,what is going on,những gì đang xảy ra
Tiếng Anh,Tiếng Việt,poll,cuộc thăm dò
Tiếng Anh,Tiếng Việt,wandering,lang thang
Tiếng Anh,Tiếng Việt,slightly sleepy,hơi buồn ngủ
Tiếng Anh,Tiếng Việt,conference,hội nghị
Tiếng Anh,Tiếng Việt,broad,rộng
Tiếng Anh,Tiếng Việt,traditionally,truyền thống
Tiếng Anh,Tiếng Việt,stink,bốc mùi
Tiếng Anh,Tiếng Việt,shallow,chổ cạn
Tiếng Anh,Tiếng Việt,distinction,sự phân biệt
Tiếng Anh,Tiếng Việt,nifty,tiện lợi
Tiếng Anh,Tiếng Việt,tailored,phù hợp
Tiếng Anh,Tiếng Việt,particularly,cặn kẻ
Tiếng Anh,Tiếng Việt,own,làm chủ
Tiếng Anh,Tiếng Việt,sooner or later,sớm hay muộn
Tiếng Anh,Tiếng Việt,accordance,theo
Tiếng Anh,Tiếng Việt,explicit,rõ ràng
Tiếng Anh,Tiếng Việt,fastidious,khó khăn
Tiếng Anh,Tiếng Việt,offer,cung cấp
Tiếng Anh,Tiếng Việt,for a living,cho một cuộc sống
Tiếng Anh,Tiếng Việt,proven,đã được chứng minh
Tiếng Anh,Tiếng Việt,promote,phát huy
Tiếng Anh,Tiếng Việt,piece,mảnh
Tiếng Anh,Tiếng Việt,intersection,sự giao nhau
Tiếng Anh,Tiếng Việt,due to,do
Tiếng Anh,Tiếng Việt,friction,va chạm
Tiếng Anh,Tiếng Việt,hypothetical,giả
Tiếng Anh,Tiếng Việt,applicable,áp dụng
Tiếng Anh,Tiếng Việt,organization,cách tổ chức
Tiếng Anh,Tiếng Việt,"A controller spec is broken down by controller method–each example is based off of a single action and, optionally, any params passed to it","Một spec điều khiển được chia nhỏ theo phương pháp điều khiển, mỗi ví dụ được dựa trên một hành động duy nhất và, tùy chọn, bất kỳ params được truyền cho nó"
Tiếng Anh,Tiếng Việt,fixture,trận đấu
Tiếng Anh,Tiếng Việt,bypasses,bỏ qua
Tiếng Anh,Tiếng Việt,prove,chứng minh
Tiếng Anh,Tiếng Việt,expectation,trông mong
Tiếng Anh,Tiếng Việt,approach,phương pháp tiếp cận
Tiếng Anh,Tiếng Việt,announce,thông báo
Tiếng Anh,Tiếng Việt,clues,đầu mối
Tiếng Anh,Tiếng Việt,set of expectations,thiết lập những kỳ vọng
Tiếng Anh,Tiếng Việt,foray,xâm lược
Tiếng Anh,Tiếng Việt,cumbersome,cồng kềnh
Tiếng Anh,Tiếng Việt,capacity,khả năng
Tiếng Anh,Tiếng Việt,omitting,bỏ qua
Tiếng Anh,Tiếng Việt,anatomy,giải phẫu
Tiếng Anh,Tiếng Việt,guidance,hướng dẫn
Tiếng Anh,Tiếng Việt,paradigm,mô hình
Tiếng Anh,Tiếng Việt,acceptance testing,kiểm tra nghiệm thu
Tiếng Anh,Tiếng Việt,clutter,lộn xộn
Tiếng Anh,Tiếng Việt,descriptive,mô tả
Tiếng Anh,Tiếng Việt,essence,bản chất
Tiếng Anh,Tiếng Việt,positive benefit,lợi ích tích cực
Tiếng Anh,Tiếng Việt,ultimately,cuối cùng
Tiếng Anh,Tiếng Việt,argument against,lập luận phản đối
Tiếng Anh,Tiếng Việt,pound away,đập đi
Tiếng Anh,Tiếng Việt,but they are a lousy way of showing that what the developer thinks is what the program actually should do,nhưng họ là một cách tệ hại của cho thấy những gì các nhà phát triển cho rằng là những chương trình thực sự nên làm
Tiếng Anh,Tiếng Việt,"Automated developer tests are a wonderful way of showing that the program does what the developer thinks it does,","Kiểm tra phát triển tự động là một cách tuyệt vời cho thấy rằng chương trình làm những gì các nhà phát triển cho rằng có,"
Tiếng Anh,Tiếng Việt,which can itself be partially automated via something like Cucumber,mà bản thân nó có thể được tự động hóa một phần thông qua một cái gì đó như dưa chuột
Tiếng Anh,Tiếng Việt,substitute,thay thế
Tiếng Anh,Tiếng Việt,lousy,tệ hại
Tiếng Anh,Tiếng Việt,toward,hướng tới
Tiếng Anh,Tiếng Việt,conform,phù hợp
Tiếng Anh,Tiếng Việt,benefit,quyền lợi
Tiếng Anh,Tiếng Việt,coupled,kết
Tiếng Anh,Tiếng Việt,high cohesion / low coupling,sự gắn kết cao / thấp khớp nối
Tiếng Anh,Tiếng Việt,intertwined proximity,gần gũi gắn bó với nhau
Tiếng Anh,Tiếng Việt,very close,rất gần
Tiếng Anh,Tiếng Việt,universal client,khách hàng phổ thông
Tiếng Anh,Tiếng Việt,As it happens,Khi nó xảy ra
Tiếng Anh,Tiếng Việt,I used to think that was kind of a lucky coincidence,Tôi đã từng nghĩ đó là loại một sự trùng hợp may mắn
Tiếng Anh,Tiếng Việt,lucky coincidence,ngẫu nhiên may mắn
Tiếng Anh,Tiếng Việt,coincidence,trùng hợp ngẫu nhiên
Tiếng Anh,Tiếng Việt,hallmark,dấu hiệu
Tiếng Anh,Tiếng Việt,loosely coupled,lỏng lẻo cùng
Tiếng Anh,Tiếng Việt,tend,có xu hướng
Tiếng Anh,Tiếng Việt,continually,liên tục
Tiếng Anh,Tiếng Việt,aligning,sắp xếp
Tiếng Anh,Tiếng Việt,covered,bảo đảm
Tiếng Anh,Tiếng Việt,deterministic,xác định
Tiếng Anh,Tiếng Việt,frustrated,thất vọng
Tiếng Anh,Tiếng Việt,goal,Mục tiêu
Tiếng Anh,Tiếng Việt,confidence,sự tự tin
Tiếng Anh,Tiếng Việt,accurate,chính xác
Tiếng Anh,Tiếng Việt,advantage,lợi thế
Tiếng Anh,Tiếng Việt,obviously simplified,rõ ràng là đơn giản hóa
Tiếng Anh,Tiếng Việt,conscientious,tận tâm
Tiếng Anh,Tiếng Việt,punchline,phần kết thúc
Tiếng Anh,Tiếng Việt,Bear with me,Chịu khó với tôi
Tiếng Anh,Tiếng Việt,doubt,nghi ngờ
Tiếng Anh,Tiếng Việt,allergic,dị ứng
Tiếng Anh,Tiếng Việt,pertinent,thích hợp
Tiếng Anh,Tiếng Việt,sake,vì lợi ích
Tiếng Anh,Tiếng Việt,trivial,tầm thường
Tiếng Anh,Tiếng Việt,motivated,động cơ
Tiếng Anh,Tiếng Việt,delightful,thú vị
Tiếng Anh,Tiếng Việt,charming,quyến rũ
Tiếng Anh,Tiếng Việt,fable,tưởng tượng
Tiếng Anh,Tiếng Việt,scrum,cuộc đánh nhau
Tiếng Anh,Tiếng Việt,agile,nhanh nhẹn
Tiếng Anh,Tiếng Việt,retire,rút lui
Tiếng Anh,Tiếng Việt,All the good stuff is yet to come,Tất cả những thứ tốt vẫn chưa đến
Tiếng Anh,Tiếng Việt,automate interaction,tự động tương tác
Tiếng Anh,Tiếng Việt,relate to,liên quan đến
Tiếng Anh,Tiếng Việt,expressed,bày tỏ
Tiếng Anh,Tiếng Việt,"Ideally, these are the result of a collaborative effort between
the customer and the delivery team","Lý tưởng nhất, đây là kết quả của một nỗ lực hợp tác giữa
khách hàng và đội ngũ giao hàng"
Tiếng Anh,Tiếng Việt,premise,tiền đề
Tiếng Anh,Tiếng Việt,evolved,phát triển
Tiếng Anh,Tiếng Việt,syntactic,thuộc về cú pháp
Tiếng Anh,Tiếng Việt,triad,bộ ba
Tiếng Anh,Tiếng Việt,outcome,kết quả
Tiếng Anh,Tiếng Việt,occur,xảy ra
Tiếng Anh,Tiếng Việt,BDD aims to help communication by simplifying the language we use to describe scenarios,BDD nhằm giúp đơn giản hóa giao tiếp bằng ngôn ngữ chúng tôi sử dụng để mô tả các kịch bản
Tiếng Anh,Tiếng Việt,aim,nhằm mục đích
Tiếng Anh,Tiếng Việt,software development teams face are communication problems,nhóm phát triển phần mềm phải đối mặt là vấn đề thông tin liên lạc
Tiếng Anh,Tiếng Việt,Once we acknowledge,Một khi chúng ta thừa nhận
Tiếng Anh,Tiếng Việt,whether,liệu
Tiếng Anh,Tiếng Việt,stakeholders,các bên liên quan
Tiếng Anh,Tiếng Việt,The same is true at,Điều này cũng đúng ở
Tiếng Anh,Tiếng Việt,object’s internal structure,cấu trúc bên trong của đối tượng
Tiếng Anh,Tiếng Việt,suite,bộ
Tiếng Anh,Tiếng Việt,brittleness,"độ dòn, dễ vỡ"
Tiếng Anh,Tiếng Việt,"ignored and, ultimately, discarded",bỏ qua và cuối cùng là loại bỏ
Tiếng Anh,Tiếng Việt,specifically,đặc biệt
Tiếng Anh,Tiếng Việt,deliver,cung cấp
Tiếng Anh,Tiếng Việt,rather than,thay vì
Tiếng Anh,Tiếng Việt,This is emergent design at a granular level and is one of the most significant by-products of TDD,Đây là thiết kế nổi dần tại mức cao và là một trong những quan trọng nhất các sản phẩm của TDD
Tiếng Anh,Tiếng Việt,"The design is constantly evolving and under constant review, though it is not predetermined","Thiết kế không ngừng phát triển và được xem xét liên tục, mặc dù nó không được định trước"
Tiếng Anh,Tiếng Việt,predetermined,được xác định trước
Tiếng Anh,Tiếng Việt,attention,sự chú ý
Tiếng Anh,Tiếng Việt,emergent design,thiết kế nổi dần
Tiếng Anh,Tiếng Việt,judge,đánh giá
Tiếng Anh,Tiếng Việt,observe,tuân theo
Tiếng Anh,Tiếng Việt,notion,khái niệm
Tiếng Anh,Tiếng Việt,involve,liên quan đến
Tiếng Anh,Tiếng Việt,brief,ngắn gọn
Tiếng Anh,Tiếng Việt,attempt,nỗ lực
Tiếng Anh,Tiếng Việt,ubiquitous,phổ biến
Tiếng Anh,Tiếng Việt,clarify,làm rõ
Tiếng Anh,Tiếng Việt,confusion,nhầm lẫn
Tiếng Anh,Tiếng Việt,wrapper,bao bọc
Tiếng Anh,Tiếng Việt,context,bối cảnh
Tiếng Anh,Tiếng Việt,avoid,tránh
Tiếng Anh,Tiếng Việt,dispatch,gởi
Tiếng Anh,Tiếng Việt,recognize,nhận biết
Tiếng Anh,Tiếng Việt,farewell,chia tay
Tiếng Anh,Tiếng Việt,conscious,có ý thức
Tiếng Anh,Tiếng Việt,forbidden,cấm
Tiếng Anh,Tiếng Việt,inherit,kế thừa
Tiếng Anh,Tiếng Việt,strictly,nghiêm ngặt
Tiếng Anh,Tiếng Việt,favors,ủng hộ
Tiếng Anh,Tiếng Việt,encapsulate,đóng gói
Tiếng Anh,Tiếng Việt,format expected,định dạng mong đợi
Tiếng Anh,Tiếng Việt,amend,sửa đổi
Tiếng Anh,Tiếng Việt,beyond,vượt quá
Tiếng Anh,Tiếng Việt,mention,đề cập đến
Tiếng Anh,Tiếng Việt,Individual,cá nhân
Tiếng Anh,Tiếng Việt,is to,là
Tiếng Anh,Tiếng Việt,alternative,thay thế
Tiếng Anh,Tiếng Việt,verbose,dài dòng
Tiếng Anh,Tiếng Việt,arbitrary,tùy ý
Tiếng Anh,Tiếng Việt,suffix,hậu tố
Tiếng Anh,Tiếng Việt,dealing,xử lý
Tiếng Anh,Tiếng Việt,reflect,phản ánh
Tiếng Anh,Tiếng Việt,encourages,khuyến khích
Tiếng Anh,Tiếng Việt,regardless,bất kể
Tiếng Anh,Tiếng Việt,actual,thực tế
Tiếng Anh,Tiếng Việt,suitable,phù hợp
Tiếng Anh,Tiếng Việt,Upon,trên
Tiếng Anh,Tiếng Việt,lack,thiếu hụt
Tiếng Anh,Tiếng Việt,somewhat verbose,hơi dài dòng
Tiếng Anh,Tiếng Việt,manageable,quản lý
Tiếng Anh,Tiếng Việt,convey,truyền tải
Tiếng Anh,Tiếng Việt,willing,sẵn sàng
Tiếng Anh,Tiếng Việt,deprecated,phản đối
Tiếng Anh,Tiếng Việt,One such,một trong những
Tiếng Anh,Tiếng Việt,straightforward,đơn giản
Tiếng Anh,Tiếng Việt,perspective,quan điểm
Tiếng Anh,Tiếng Việt,specifically catered to,đặc biệt phục vụ cho
Tiếng Anh,Tiếng Việt,dramatically,nhanh chóng
Tiếng Anh,Tiếng Việt,scattered,rải rác
Tiếng Anh,Tiếng Việt,tie,đồng hạng
Tiếng Anh,Tiếng Việt,negative feelings toward,cảm xúc tiêu cực đối với
Tiếng Anh,Tiếng Việt,yield,bày ra
Tiếng Anh,Tiếng Việt,since both,vì cả hai
Tiếng Anh,Tiếng Việt,instructs,chỉ thị
Tiếng Anh,Tiếng Việt,"impractical, practical","không thực tế, thực tế"
Tiếng Anh,Tiếng Việt,batches,đợt
Tiếng Anh,Tiếng Việt,equivalent,tương đương
Tiếng Anh,Tiếng Việt,supplied,cung cấp
Tiếng Anh,Tiếng Việt,bind,ràng buộc
Tiếng Anh,Tiếng Việt,variety,nhiều
Tiếng Anh,Tiếng Việt,scope,phạm vi
Tiếng Anh,Tiếng Việt,need to be backed,cần phải được hỗ trợ
